Gene_ID,Input_Reads_count_Normalized,Output_Reads_count_Normalized,P_Value,FC_IO,FC_OI
VC2305,18485,24349,0.761037174,0.76,1.3172
VC2378,3447,4530,0.179872572,0.76,1.3143
VC2563,14321,18911,0.005972244,0.76,1.3205
VC2566,14022,18451,0.046662947,0.76,1.3158
VCA0642,10031,13200,0.050266456,0.76,1.316
VC0245,4178,5569,0.465931679,0.75,1.3329
VC0298,7673,10229,0.102952726,0.75,1.3332
VC0390,15200,20147,0.064354387,0.75,1.3254
VC0551,6111,8103,0.111596171,0.75,1.3259
VC0650,9225,12290,0.020335602,0.75,1.3322
VC0703,2061,2759,0.05720795,0.75,1.3386
VC0930,4084,5448,0.023547999,0.75,1.334
VC1199,12668,16829,0.210439282,0.75,1.3285
VC1327,5476,7257,0.079509034,0.75,1.3251
VC1655,7142,9548,0.015872441,0.75,1.3369
VC2384,13043,17292,0.193827308,0.75,1.3258
VCA0236,10531,14000,0.346298363,0.75,1.3294
VCA0344,10765,14266,0.014819069,0.75,1.3251
VCA0647,6134,8216,0.048227083,0.75,1.3394
VCA1067,15825,21051,0.150586093,0.75,1.3302
VC0270,12651,17207,0.440184724,0.74,1.3601
VC0525,24922,33465,0.041320549,0.74,1.3428
VC1480,3261,4387,0.000474705,0.74,1.3452
VC1791,6400,8707,0.954880859,0.74,1.3604
VC1852,8926,12031,0.27945586,0.74,1.3478
VC1890,10336,13987,0.142620538,0.74,1.3532
VC2447,14223,19328,0.380882533,0.74,1.359
VC2621,24660,33483,0.025986261,0.74,1.3578
VCA0027,10071,13579,0.019047553,0.74,1.3483
VCA0324,2071,2809,0.138351904,0.74,1.3564
VCA0617,12879,17339,0.154137457,0.74,1.3462
VCA0678,12499,16969,0.006194622,0.74,1.3576
VCA1102,4592,6196,0.139268976,0.74,1.3492
VC0274,18667,25441,0.018876516,0.73,1.3629
VC0280,18185,25028,0.005041863,0.73,1.3763
VC0312,21090,28865,4.78751E-05,0.73,1.3687
VC0448,5559,7633,0.250953511,0.73,1.373
VC0537,21577,29409,0.032884891,0.73,1.363
VC0962,578,789,0.507771536,0.73,1.3642
VC1346,5976,8173,0.000756164,0.73,1.3676
VC1594,18192,24903,0.210082668,0.73,1.3689
VC2314,4363,5957,0.00730443,0.73,1.3653
VC2346,11902,16231,0.130162119,0.73,1.3637
VC2697,10655,14531,0.111253686,0.73,1.3638
VCA0019,5985,8201,0.009646126,0.73,1.3702
VCA0349,7296,9982,5.1279E-07,0.73,1.3681
VCA0447,1630,2219,0.049423154,0.73,1.3617
VCA0772,5401,7443,0.581502301,0.73,1.3781
VC0197,15208,21223,0.181810668,0.72,1.3956
VC0221,24045,33250,0.956114679,0.72,1.3829
VC0503,9435,13035,0.146930254,0.72,1.3815
VC0843,4898,6799,0.250722403,0.72,1.3881
VC1017,6958,9680,0.163534516,0.72,1.3912
VC1367,5655,7810,0.001545896,0.72,1.3812
VC1580,6262,8749,0.006659681,0.72,1.3972
VC1774,5389,7461,0.215243247,0.72,1.3844
VC2324,10125,14013,0.079671089,0.72,1.384
VC2456,10712,14832,0.453091651,0.72,1.3846
VCA0200,4978,6958,0.035636017,0.72,1.3977
VCA0689,7324,10199,0.014263417,0.72,1.3926
VCA0852,5638,7841,0.003406065,0.72,1.3906
VCA1058,19108,26674,0.007341046,0.72,1.3959
VC0648,11287,15991,0.002933534,0.71,1.4167
VC0974,7514,10575,0.015309221,0.71,1.4073
VC1289,11870,16773,0.001496506,0.71,1.413
VC1818,11141,15740,0.077146331,0.71,1.4128
VC2003,11145,15749,0.004640042,0.71,1.413
VC2129,3603,5068,0.310065864,0.71,1.4066
VC2155,11622,16299,0.003275189,0.71,1.4024
VC2553,11339,15860,8.29231E-06,0.71,1.3988
VC2743,18615,26197,0.001692061,0.71,1.4073
VCA0141,25913,36342,0.346249199,0.71,1.4025
VCA0157,12608,17844,0.183708758,0.71,1.4153
VCA0294,6367,9010,0.014540616,0.71,1.415
VCA0952,5527,7828,0.096320389,0.71,1.4162
VC0272,13040,18676,0.025040743,0.7,1.4322
VC0308,10357,14798,0.025958062,0.7,1.4288
VC0399,8814,12552,0.000215879,0.7,1.424
VC0425,19902,28418,0.113529209,0.7,1.4279
VC0488,12169,17444,0.108669912,0.7,1.4335
VC0693,12350,17762,0.000984594,0.7,1.4381
VC0701,4086,5827,0.010057953,0.7,1.4263
VC0878,3044,4322,0.106964025,0.7,1.42
VC1264,12418,17807,0.117061696,0.7,1.434
VC1319,6306,9056,0.073556529,0.7,1.436
VC1341,6204,8896,0.36588607,0.7,1.4338
VC1710,10276,14659,0.013510633,0.7,1.4264
VC1980,17431,24945,0.011070182,0.7,1.4311
VC1996,17059,24385,0.16527711,0.7,1.4294
VC2306,6244,8911,0.081683249,0.7,1.427
VC2367,11071,15894,0.047349397,0.7,1.4356
VC2497,7509,10796,0.047589426,0.7,1.4378
VC2750,9724,13853,0.027298477,0.7,1.4246
VC2751,11578,16492,0.07785357,0.7,1.4244
VCA0203,7076,10064,0.618023037,0.7,1.4222
VCA0643,3607,5137,0.067691688,0.7,1.4239
VCA0665,6529,9336,0.012091426,0.7,1.4299
VCA0708,10473,15057,0.04208214,0.7,1.4377
VC0014,19078,27487,0.287392073,0.69,1.4407
VC0130,22955,33504,0.098621691,0.69,1.4596
VC0408,15250,22148,0.12782789,0.69,1.4523
VC0506,3659,5330,0.13785341,0.69,1.4568
VC0573,7282,10543,0.012258117,0.69,1.4479
VC1135,11738,16894,0.041597853,0.69,1.4393
VC1557,7114,10315,0.054341449,0.69,1.4501
VC1945,13444,19412,0.222437383,0.69,1.444
VC2001,10796,15721,0.07879012,0.69,1.4561
VC2636,12883,18737,0.133758297,0.69,1.4544
VC2692,12527,18180,0.02000362,0.69,1.4512
VC2711,17851,25858,0.000324258,0.69,1.4485
VCA0176,11625,16788,0.010567113,0.69,1.4441
VCA0413,2289,3335,0.132181733,0.69,1.457
VCA0544,5302,7671,0.001083477,0.69,1.4468
VCA0855,11968,17291,0.002238831,0.69,1.4447
VC0047,11893,17430,0.03717138,0.68,1.4656
VC0231,16007,23615,0.13050029,0.68,1.4753
VC0264,31948,47136,0.014162348,0.68,1.4754
VC0481,13101,19366,0.149867949,0.68,1.4782
VC0822,6228,9132,0.00237502,0.68,1.4663
VC1212,14675,21681,0.010211962,0.68,1.4775
VC1225,8962,13254,0.149698724,0.68,1.479
VC1238,13353,19539,0.058912256,0.68,1.4633
VC1268,24614,36464,0.270702168,0.68,1.4815
VC1321,16737,24659,0.020659958,0.68,1.4733
VC1863,12671,18760,0.031492771,0.68,1.4805
VC1924,6057,8887,0.115512672,0.68,1.4672
VC1960,12571,18581,0.025794395,0.68,1.4781
VC2011,7380,10891,0.18977823,0.68,1.4758
VC2365,12309,18136,0.093435784,0.68,1.4733
VC2712,16915,24766,#DIV/0!,0.68,1.4642
VCA0218,9467,14015,0.008817121,0.68,1.4804
VCA0355,6089,8913,0.00359477,0.68,1.4639
VCA0504,6875,10083,0.020944652,0.68,1.4667
VCA0524,9367,13781,0.012103244,0.68,1.4712
VCA0619,11202,16460,0.008008449,0.68,1.4694
VCA0739,12972,18987,0.127310384,0.68,1.4638
VCA0790,7335,10734,0.444219779,0.68,1.4635
VCA0873,5228,7666,0.007771258,0.68,1.4663
VCA0955,12035,17642,0.007963192,0.68,1.4659
VC0462,8611,12925,0.005471595,0.67,1.5009
VC0585,15958,23741,0.09634745,0.67,1.4877
VC0922,10485,15706,4.86469E-09,0.67,1.4979
VC1014,18636,27686,0.001800166,0.67,1.4856
VC1067,9438,14112,0.265709896,0.67,1.4953
VC1142,6773,10123,0.15017452,0.67,1.4947
VC1332,8713,12959,0.01457465,0.67,1.4874
VC1418,4811,7194,0.035144667,0.67,1.4954
VC1861,13327,19768,0.011693701,0.67,1.4833
VC1925,9805,14549,0.001912484,0.67,1.4839
VC1944,7240,10822,0.220911664,0.67,1.4947
VC1983,6580,9833,0.305066936,0.67,1.4944
VC2117,12185,18243,0.052092901,0.67,1.4972
VC2428,7653,11340,0.043502806,0.67,1.4819
VC2667,19225,28761,0.191423576,0.67,1.496
VCA0022,17666,26500,0.497732714,0.67,1.5
VCA0104,10176,15210,0.070999721,0.67,1.4947
VCA0189,13511,20106,0.003255041,0.67,1.4881
VCA0217,5140,7627,0.005122469,0.67,1.4837
VCA0811,9621,14291,0.092866152,0.67,1.4854
VC0095,8756,13250,0.007195317,0.66,1.5132
VC0279,13393,20317,0.012062877,0.66,1.517
VC0590,12729,19341,0.086047221,0.66,1.5194
VC0602,15511,23424,0.106029867,0.66,1.5101
VC0696,13888,20907,0.263971391,0.66,1.5055
VC0791,15745,23730,0.058765456,0.66,1.5071
VC0975,5603,8512,0.181409125,0.66,1.5191
VC1172,11458,17417,0.343776832,0.66,1.52
VC1427,7627,11593,0.000744899,0.66,1.52
VC2269,17327,26173,0.361039855,0.66,1.5105
VC2312,12828,19296,0.207818582,0.66,1.5041
VC2330,16682,25121,0.156447348,0.66,1.5059
VC2380,17715,26953,0.073798789,0.66,1.5215
VCA0163,6098,9202,4.09725E-05,0.66,1.5091
VCA0166,1583,2404,0.002337291,0.66,1.5193
VCA0269,11550,17456,0.158040752,0.66,1.5114
VCA0312,2780,4244,0.009175074,0.66,1.5265
VCA0782,7453,11356,0.301205128,0.66,1.5237
VC0008,21208,32673,0.137732669,0.65,1.5406
VC1170,16302,25259,0.142459659,0.65,1.5495
VC1584,7885,12202,0.008317644,0.65,1.5474
VC1604,9598,14864,0.000436035,0.65,1.5487
VC1800,3519,5409,0.036173333,0.65,1.5373
VC2058,11864,18253,0.031197319,0.65,1.5385
VC2311,21856,33640,0.047037841,0.65,1.5391
VC2637,17817,27272,0.01065606,0.65,1.5307
VCA0032,6777,10414,0.023338279,0.65,1.5366
VCA0368,4659,7123,0.390544054,0.65,1.5288
VCA0586,3262,5050,0.092259984,0.65,1.5481
VCA0645,4162,6393,0.007621378,0.65,1.5361
VCA0681,7117,10968,0.156438098,0.65,1.5411
VCA0754,14500,22223,0.003358651,0.65,1.5326
VC0127,24675,38657,0.010258823,0.64,1.5666
VC0160,4873,7671,0.006547026,0.64,1.5743
VC0266,28273,44310,0.002204278,0.64,1.5672
VC0697,11577,18098,0.000325692,0.64,1.5633
VC0775,18275,28481,0.192979636,0.64,1.5585
VC0931,6829,10670,0.005737151,0.64,1.5625
VC1088,13227,20676,1.73151E-05,0.64,1.5632
VC1136,11729,18351,0.003903189,0.64,1.5646
VC1285,4905,7687,0.012231578,0.64,1.5673
VC1324,4017,6265,0.001043893,0.64,1.5596
VC1376,8552,13296,0.360877779,0.64,1.5547
VC1700,8707,13665,0.203754023,0.64,1.5694
VC2200,3934,6182,0.610730667,0.64,1.5716
VC2279,14166,22308,0.016075349,0.64,1.5748
VC2454,10689,16630,0.001061534,0.64,1.5558
VCA0169,17032,26739,0.01711302,0.64,1.5699
VCA0223,11456,18026,0.000328003,0.64,1.5734
VCA0793,4354,6823,0.003611,0.64,1.5672
VCA0907,29,45,0.16245091,0.64,1.5515
VCA1045,20215,31591,0.131330933,0.64,1.5628
VC0080,14765,23261,0.000831092,0.63,1.5754
VC0183,10485,16673,0.037415491,0.63,1.5901
VC0421,14179,22422,0.00780819,0.63,1.5813
VC0715,15271,24260,0.013920322,0.63,1.5886
VC0723,11372,18188,0.002763564,0.63,1.5993
VC0847,6373,10115,0.1450283,0.63,1.5872
VC1074,14023,22185,0.098760281,0.63,1.582
VC1198,14386,22984,0.082999961,0.63,1.5977
VC1397,5450,8684,0.000131166,0.63,1.5934
VC1624,6455,10193,0.001538471,0.63,1.5791
VC1828,6204,9820,0.000641651,0.63,1.5828
VC1963,7556,11930,0.000926823,0.63,1.5788
VCA0133,8549,13622,0.15284902,0.63,1.5933
VCA0146,11560,18417,0.000962255,0.63,1.5931
VCA0798,9073,14480,0.019819016,0.63,1.5959
VC0081,16630,26937,0.033783813,0.62,1.6198
VC0391,13691,22256,0.052454358,0.62,1.6256
VC0820,11342,18321,0.646103283,0.62,1.6153
VC1362,12317,19978,0.228232821,0.62,1.6221
VC1551,6079,9740,0.008042435,0.62,1.6023
VC2327,19191,31160,0.112351851,0.62,1.6237
VC2444,17378,28031,0.136888024,0.62,1.613
VC2495,11178,18048,0.008049013,0.62,1.6147
VC2630,15063,24323,0.005632791,0.62,1.6148
VCA0017,13794,22320,0.009214915,0.62,1.6181
VCA0129,6100,9832,0.068075783,0.62,1.6118
VCA0773,10173,16488,0.162725983,0.62,1.6208
VC0100,22413,36917,0.003502064,0.61,1.6472
VC0178,7118,11746,0.001616505,0.61,1.6502
VC0914,14638,24001,0.043523542,0.61,1.6396
VC1063,11707,19270,0.000583246,0.61,1.646
VC1445,1978,3262,0.045463137,0.61,1.6495
VC1608,8060,13283,0.057549594,0.61,1.6481
VC1636,6942,11430,1.13224E-05,0.61,1.6464
VC1815,16960,27788,0.058147013,0.61,1.6384
VC1822,13211,21660,0.000265004,0.61,1.6395
VC2337,19493,32034,0.01493758,0.61,1.6434
VC2477,14916,24404,0.006465075,0.61,1.6361
VCA0050,3706,6115,0.218968459,0.61,1.6503
VCA0264,7620,12584,0.05097055,0.61,1.6514
VCA0715,4575,7517,0.007315544,0.61,1.6433
VC0013,14403,23807,0.103772021,0.6,1.6529
VC0623,12208,20293,0.042625178,0.6,1.6623
VC0734,11664,19479,0.00916667,0.6,1.6701
VC1388,14274,23731,0.0122608,0.6,1.6625
VC1721,9385,15663,0.009104592,0.6,1.6689
VC1934,6752,11324,0.002740062,0.6,1.6771
VC2097,11636,19518,0.000579708,0.6,1.6773
VC2220,18787,31221,4.95353E-05,0.6,1.6618
VC2613,18508,30947,0.000251252,0.6,1.6721
VC2688,9229,15493,0.145603247,0.6,1.6787
VC2761,16816,28053,0.318939374,0.6,1.6682
VCA0111,12925,21602,0.024098985,0.6,1.6712
VCA0245,14524,24292,0.018323412,0.6,1.6725
VCA0744,17236,28890,0.199889035,0.6,1.6761
VCA0880,7636,12745,0.041284899,0.6,1.669
VCA1034,4077,6787,0.000349254,0.6,1.6647
VCA1105,15677,25929,0.001207003,0.6,1.654
VC0059,1290,2171,0.000252719,0.59,1.6826
VC0195,13885,23493,0.00141419,0.59,1.692
VC0278,24108,40768,5.42737E-06,0.59,1.6911
VC0418,17036,28691,0.021415276,0.59,1.6841
VC0678,4718,8037,1.06444E-05,0.59,1.7036
VC0862,2005,3411,0.026533507,0.59,1.7008
VC0886,635,1070,0.008741013,0.59,1.685
VC1573,12924,21925,0.000118459,0.59,1.6965
VC1577,12870,21928,0.074262217,0.59,1.7038
VC1712,12844,21644,0.132671314,0.59,1.6852
VC1920,8698,14833,0.0064736,0.59,1.7054
VC2031,11418,19348,0.220048256,0.59,1.6946
VC2196,3356,5735,0.022756563,0.59,1.7088
VC2505,4957,8398,0.461333764,0.59,1.6942
VCA0049,15039,25451,0.122370554,0.59,1.6923
VCA0298,987,1671,0.002152088,0.59,1.6924
VC0181,16833,28854,0.267928973,0.58,1.7142
VC0379,28056,48493,0.062064449,0.58,1.7284
VC0601,24407,42250,0.00124989,0.58,1.731
VC0614,28708,49401,0.006932194,0.58,1.7208
VC0979,15969,27611,0.000657926,0.58,1.729
VC1158,6555,11351,0.020915872,0.58,1.7315
VC1191,8416,14588,0.010623492,0.58,1.7333
VC1228,14220,24472,0.002566789,0.58,1.721
VC2077,13263,22779,0.038151783,0.58,1.7175
VC2216,12564,21616,0.005343721,0.58,1.7205
VC2489,14478,24935,0.007870174,0.58,1.7223
VC2646,6445,11084,0.079484018,0.58,1.7196
VCA0694,3787,6503,0.000790941,0.58,1.7171
VCA0757,11125,19277,0.188026565,0.58,1.7327
VCA0893,6498,11212,0.000452798,0.58,1.7254
VCA1040,16188,27745,0.003629148,0.58,1.7139
VC0114,18409,32195,0.011326163,0.57,1.7489
VC0516,2820,4917,0.039658787,0.57,1.7437
VC1045,12607,22303,0.001719104,0.57,1.7692
VC1073,9424,16596,0.075604486,0.57,1.761
VC1632,13486,23574,0.018390323,0.57,1.7481
VC1693,8805,15400,3.7644E-05,0.57,1.7489
VC2554,18258,31797,0.131227529,0.57,1.7415
VC2568,15671,27450,0.038371778,0.57,1.7516
VCA0297,4925,8695,0.073516372,0.57,1.7654
VCA0494,3899,6806,0.001960422,0.57,1.7456
VCA0742,5357,9374,0.049718371,0.57,1.7499
VCA0994,20411,35788,0.001658011,0.57,1.7533
VC0171,9742,17470,0.003378525,0.56,1.7932
VC0917,16009,28747,0.185321269,0.56,1.7957
VC1204,16299,29319,0.001931091,0.56,1.7988
VC1261,11432,20245,0.24596962,0.56,1.771
VC1749,9721,17288,0.024978729,0.56,1.7784
VC1894,12883,23046,0.185017802,0.56,1.7888
VC1927,5087,9125,0.148562621,0.56,1.7938
VC1975,10075,18125,0.002299189,0.56,1.7991
VC2349,14867,26329,0.019490015,0.56,1.771
VCA0095,17469,31166,0.001817444,0.56,1.7841
VCA0127,20720,36924,0.00230227,0.56,1.7821
VCA0175,12155,21580,0.021677485,0.56,1.7754
VCA0410,3753,6645,0.102716206,0.56,1.7704
VCA0743,7840,13980,0.076638667,0.56,1.7831
VC0496,13007,23623,0.001508693,0.55,1.8162
VC1210,13246,24094,0.00519868,0.55,1.8189
VC1333,12431,22794,0.004158141,0.55,1.8337
VC1631,10878,19722,0.321598346,0.55,1.813
VC1695,4464,8111,8.41334E-05,0.55,1.817
VC1751,7091,12811,0.011813412,0.55,1.8066
VC2546,19418,35520,0.007191282,0.55,1.8293
VC2605,13710,24819,0.016775273,0.55,1.8104
VC0407,6604,12170,0.022288584,0.54,1.8429
VC0536,6155,11334,0.009570917,0.54,1.8416
VC0661,13438,24985,7.21312E-05,0.54,1.8594
VC0770,14231,26572,0.474394541,0.54,1.8672
VC0977,11122,20759,0.009681819,0.54,1.8664
VC1391,15924,29695,0.079386618,0.54,1.8648
VC1409,8812,16341,0.044877559,0.54,1.8543
VCA0237,11858,21901,0.034040936,0.54,1.8469
VCA0695,6544,12184,0.002518363,0.54,1.8619
VCA0736,10670,19742,0.00803802,0.54,1.8501
VC0363,6083,11423,0.329956971,0.53,1.8781
VC0480,7451,14083,0.000104073,0.53,1.89
VC0730,19897,37231,0.000154498,0.53,1.8711
VC0801,22725,42487,0.000510569,0.53,1.8697
VC0995,6625,12399,0.054578214,0.53,1.8714
VC1342,6459,12162,0.000162723,0.53,1.8831
VC2213,15364,28827,0.002069023,0.53,1.8763
VC2715,15625,29410,0.000593697,0.53,1.8822
VC2740,20155,38203,0.000188779,0.53,1.8955
VCA0168,21782,40767,0.023579585,0.53,1.8716
VCA0395,10993,20681,0.013638924,0.53,1.8813
VCA0911,11566,21889,0.001080802,0.53,1.8926
VCA1010,13925,26076,0.002773317,0.53,1.8726
VC0073,23046,44147,0.000117555,0.52,1.9156
VC0120,27589,53486,0.042915735,0.52,1.9387
VC0226,10111,19293,0.011385354,0.52,1.9082
VC0254,11184,21659,0.013284066,0.52,1.9365
VC0258,5244,10127,0.002150953,0.52,1.931
VC0411,10185,19631,0.043056724,0.52,1.9275
VC1679,9105,17524,0.024095443,0.52,1.9247
VC1950,11831,22731,0.02782651,0.52,1.9212
VC2424,13916,26590,0.158202921,0.52,1.9107
VCA0408,3409,6591,0.007446963,0.52,1.9332
VCA1005,5244,10011,1.0907E-05,0.52,1.9091
VCA1092,11518,22013,0.051293638,0.52,1.9112
VC0042,12463,24316,0.09565064,0.51,1.951
VC0074,7170,14044,0.363024068,0.51,1.9586
VC0283,18774,36975,0.002780122,0.51,1.9695
VC0286,17773,34930,0.000818669,0.51,1.9654
VC0398,17519,34155,0.056953812,0.51,1.9496
VC0428,19980,39269,0.029050477,0.51,1.9654
VC0616,24337,48018,0.000252531,0.51,1.973
VC0786,18331,35810,0.000276978,0.51,1.9535
VC1093,10216,19848,0.007526076,0.51,1.9429
VC1968,13386,26309,0.000832855,0.51,1.9654
VC2225,6873,13586,0.171581782,0.51,1.9766
VCA0229,9067,17819,0.000270309,0.51,1.9652
VCA0399,15708,30602,0.084856482,0.51,1.9482
VCA0644,5333,10510,0.126639395,0.51,1.9709
VCA0763,7906,15624,0.247489467,0.51,1.9762
VCA0808,10965,21649,0.000242167,0.51,1.9745
VCA1033,11387,22246,0.302997366,0.51,1.9536
VCA1035,6127,12012,0.000690272,0.51,1.9604
VCA1075,13401,26189,0.436876944,0.51,1.9543
VC0216,5344,10642,0.004079704,0.5,1.9914
VC0351,16949,33627,3.60694E-05,0.5,1.984
VC0389,1977,3934,0.001579529,0.5,1.9895
VC0538,18867,37372,0.00578375,0.5,1.9808
VC0554,12067,24188,0.026889518,0.5,2.0044
VC0710,13667,27604,0.411872462,0.5,2.0197
VC0898,13065,26100,1.08135E-05,0.5,1.9977
VC1052,3115,6179,0.016442654,0.5,1.9835
VC1206,4265,8462,0.001083341,0.5,1.9839
VC1296,9187,18333,0.003009954,0.5,1.9957
VC1526,6058,12098,5.30687E-06,0.5,1.9971
VC1622,11055,21951,0.000646232,0.5,1.9857
VC2358,12327,24546,0.071786188,0.5,1.9912
VC2373,11467,22715,0.131333297,0.5,1.9808
VC2434,18936,37908,0.02037962,0.5,2.0018
VC2608,18027,36173,0.055817223,0.5,2.0066
VCA0107,8111,16080,0.000306784,0.5,1.9825
VCA0947,9469,19087,3.36328E-05,0.5,2.0158
VC0531,9744,19774,0.004299895,0.49,2.0294
VC0809,15970,32571,0.106644585,0.49,2.0396
VC1137,11873,24316,0.184543478,0.49,2.0481
VC1337,9984,20381,0.003221163,0.49,2.0415
VC1448,10998,22477,0.0072128,0.49,2.0437
VC1748,9001,18246,0.1316738,0.49,2.0271
VC1862,13940,28350,0.000619058,0.49,2.0337
VC2193,2839,5800,1.96408E-06,0.49,2.0425
VCA0182,11501,23359,0.023742454,0.49,2.031
VCA0659,6800,13790,0.003655633,0.49,2.0279
VC0142,4746,9793,0.000285612,0.48,2.0633
VC0175,6509,13519,0.165704457,0.48,2.0769
VC0584,4587,9480,0.000136797,0.48,2.0668
VC1266,25864,54419,0.053566126,0.48,2.104
VC1309,8900,18557,2.76466E-05,0.48,2.085
VC1338,16510,34740,0.1247286,0.48,2.1043
VC1638,15132,31639,0.000554487,0.48,2.0908
VC1776,6022,12452,0.000435537,0.48,2.0676
VC1906,9723,20404,0.000133933,0.48,2.0985
VC2671,6305,13006,0.001672608,0.48,2.0627
VCA0649,10361,21651,0.003422121,0.48,2.0896
VCA0751,13838,28803,0.002275512,0.48,2.0814
VCA0762,6679,13801,0.000731198,0.48,2.0663
VCA1057,16536,34673,0.000516316,0.48,2.0968
VC0023,7336,15536,0.002100003,0.47,2.1177
VC0692,5876,12606,0.146128441,0.47,2.1453
VC0744,2191,4691,0.000427281,0.47,2.141
VC1132,5332,11392,0.043439184,0.47,2.1365
VC1185,12571,26633,0.214172331,0.47,2.1187
VC1230,8738,18733,0.012665357,0.47,2.1439
VC1240,8874,18901,0.063629892,0.47,2.1299
VC1241,7137,15271,0.012758711,0.47,2.1397
VC1733,8070,17003,0.016636516,0.47,2.1068
VC1750,6880,14728,0.037184088,0.47,2.1405
VC2172,9859,21164,0.001552463,0.47,2.1467
VCA0044,14719,31560,0.009772629,0.47,2.1442
VCA0427,8385,17679,0.013018122,0.47,2.1085
VCA0799,10909,23174,4.01047E-06,0.47,2.1242
VCA0846,8841,18890,0.020837701,0.47,2.1366
VCA0985,7653,16374,0.002434501,0.47,2.1396
VCA1015,8461,17951,0.103319473,0.47,2.1217
VCA1081,6796,14594,2.97794E-05,0.47,2.1473
VC0118,18769,40640,0.117250652,0.46,2.1653
VC1095,8693,18921,0.001433552,0.46,2.1766
VC1952,12193,26727,0.033519862,0.46,2.192
VC2138,1733,3729,0.019409568,0.46,2.1514
VC2229,12056,26184,0.009462242,0.46,2.1718
VC2332,15660,33950,0.11902832,0.46,2.1679
VC2471,10593,23243,5.98824E-05,0.46,2.1942
VCA0766,10280,22225,0.000425695,0.46,2.1619
VCA1066,7929,17282,0.003907321,0.46,2.1795
VCA1084,10743,23594,0.00246267,0.46,2.1962
VC0132,10707,23878,0.051231206,0.45,2.2301
VC0311,16567,36859,0.103007608,0.45,2.2248
VC0403,23419,52579,4.56226E-05,0.45,2.2452
VC0404,8536,18771,0.000636477,0.45,2.199
VC0463,10856,24089,0.162250114,0.45,2.2189
VC0787,17618,39138,0.262984466,0.45,2.2215
VC1114,10627,23557,0.085812089,0.45,2.2167
VC2153,82,182,0.100398411,0.45,2.2245
VC2239,11601,25759,0.004546114,0.45,2.2204
VC2616,4917,10982,0.00165999,0.45,2.2334
VC2668,16600,36675,0.000124895,0.45,2.2093
VCA0431,1645,3629,0.008874971,0.45,2.2059
VCA0905,10628,23494,0.002171699,0.45,2.2106
VCA1088,8161,18314,0.077977876,0.45,2.2441
VC0203,9376,21110,0.56527846,0.44,2.2515
VC0281,12373,28432,0.001663037,0.44,2.298
VC0473,22400,50632,0.001798353,0.44,2.2604
VC0532,16348,37163,0.314875307,0.44,2.2733
VC2376,40977,93676,0.112154931,0.44,2.286
VCA0535,8546,19230,0.207727569,0.44,2.2503
VCA0662,3509,8019,0.065260052,0.44,2.2852
VCA0969,22480,51411,0.001288173,0.44,2.2869
VC0025,10762,24914,0.001368682,0.43,2.3149
VC0184,1691,3952,0.01244137,0.43,2.3364
VC0186,13530,31372,0.00018896,0.43,2.3187
VC0206,7669,17988,0.005506214,0.43,2.3455
VC2363,9033,20819,0.014615016,0.43,2.3048
VCA0646,7122,16561,0.001815323,0.43,2.3255
VCA0718,10024,23268,0.000329493,0.43,2.3213
VCA1054,12423,28723,0.007705505,0.43,2.312
VC1646,10133,24174,0.00413798,0.42,2.3858
VC2296,11933,28436,0.001566485,0.42,2.3831
VC2323,14542,34508,0.283095985,0.42,2.373
VC2335,13307,31424,0.00118465,0.42,2.3614
VC2601,5338,12631,0.172626545,0.42,2.3664
VCA0259,6520,15429,0.101055367,0.42,2.3664
VCA0522,5452,13123,0.049002284,0.42,2.4072
VC0196,25387,61624,0.000223096,0.41,2.4273
VC0230,4193,10331,0.077809483,0.41,2.464
VC0676,5809,14304,0.168873843,0.41,2.4622
VC1243,6690,16401,0.010537274,0.41,2.4517
VC1400,3059,7498,0.002297993,0.41,2.4514
VC1520,10017,24493,0.055135371,0.41,2.4453
VC1958,7866,18985,5.80821E-05,0.41,2.4135
VC2199,3159,7623,8.08057E-07,0.41,2.4133
VCA0194,5970,14706,0.116852073,0.41,2.4632
VCA0559,2393,5903,0.004408923,0.41,2.4667
VCA0575,666,1638,0.002105179,0.41,2.4604
VCA0676,13374,32343,0.008583457,0.41,2.4183
VCA0977,15163,37232,0.157319787,0.41,2.4554
VC1731,5836,14680,0.000123549,0.4,2.5153
VC1841,9672,23954,0.010589857,0.4,2.4767
VC2140,6126,15291,0.002245502,0.4,2.4959
VC2208,4687,11684,0.000230671,0.4,2.4927
VC2560,10507,26340,0.006684632,0.4,2.507
VCA0606,3436,8540,0.044660345,0.4,2.4856
VCA0868,4602,11383,0.000446933,0.4,2.4738
VC0161,8683,22085,3.79638E-07,0.39,2.5435
VC1099,14771,37522,4.16694E-08,0.39,2.5403
VC1226,11518,29506,0.000226004,0.39,2.5616
VC2552,18509,47399,0.020938435,0.39,2.5609
VCA0624,8545,22178,0.027142359,0.39,2.5955
VCA0728,5917,15294,0.000308535,0.39,2.5846
VCA0737,8408,21590,0.003341842,0.39,2.5678
VC0031,12122,31882,0.096544807,0.38,2.6301
VC0048,7491,19553,0.000795236,0.38,2.6103
VC0355,6604,17191,0.01684094,0.38,2.6032
VC0461,9373,24575,0.216743747,0.38,2.6219
VC2334,7422,19548,0.00027365,0.38,2.6338
VCA0375,4491,11737,0.05286842,0.38,2.6136
VCA0560,7484,19679,0.039167345,0.38,2.6294
