Gene_ID,Input_Reads_count_Normalized,Output_Reads_count_Normalized,P_Value,FC_IO,FC_OI
VC0833,1357,1,2.32082E-07,1418.31,0.0007
VC2628,10930,14,5.26284E-08,799.99,0.0013
VC2294,8230,13,1.7918E-15,613.8,0.0016
VC0248,4044,7,8.74196E-15,546.77,0.0018
VC0122,2919,6,3.18806E-08,509.69,0.002
VC1190,7877,17,4.97993E-10,472.44,0.0021
VCA0251,3969,9,2.80941E-07,463.74,0.0022
VC2689,14581,32,2.09464E-12,455.28,0.0022
VC2775,15468,34,1.48163E-10,452.42,0.0022
VC2192,15252,34,5.92524E-09,444.1,0.0023
VC0246,7277,16,5.75074E-10,443.86,0.0023
VC2267,16186,39,7.37394E-07,418.38,0.0024
VC0856,330,1,7.02441E-14,417.13,0.0024
VC2448,391,1,0.000683751,414.82,0.0024
VC0830,5797,14,1.71145E-08,414.07,0.0024
VC0831,3893,10,6.67877E-14,396.49,0.0025
VC2293,10028,26,1.26144E-11,386.66,0.0026
VC1021,13954,36,9.77269E-13,382.59,0.0026
VC0839,8750,23,3.71218E-08,376.83,0.0027
VC1496,5317,15,9.03056E-12,351.17,0.0028
VCA0851,10493,32,1.64712E-12,327.96,0.003
VC2026,3765,12,1.70165E-06,315.41,0.0032
VC2614,1376,5,2.05505E-06,305.44,0.0033
VC2436,10485,35,2.25428E-13,296.81,0.0034
VC0237,2687,9,2.49827E-13,291.64,0.0034
VC2414,16919,59,2.72655E-13,286.94,0.0035
VC2067,15945,56,1.38252E-08,283.82,0.0035
VC1726,3743,13,6.59354E-09,282.32,0.0035
VCA0748,19169,68,9.19381E-11,281.43,0.0036
VC0083,1045,4,4.0586E-13,280.09,0.0036
VC1895,5171,19,1.51004E-11,276.65,0.0036
VC0829,5694,21,8.54725E-08,270.59,0.0037
VC2726,13316,50,3.23695E-13,265.91,0.0038
VC2390,10750,42,6.2304E-13,258.05,0.0039
VC0395,3916,15,6.28114E-13,253.7,0.0039
VC1904,3102,12,4.01566E-13,252.69,0.004
VC0260,10207,41,5.89824E-13,250.42,0.004
VC0347,11861,48,5.17246E-13,245.79,0.0041
VC1819,18138,76,3.87255E-08,238.72,0.0042
VC0242,9576,41,2.07394E-15,236.05,0.0042
VC0275,29210,126,8.23235E-13,232.45,0.0043
VC1205,15963,70,1.72828E-12,226.66,0.0044
VC0211,17726,79,1.88841E-12,225.7,0.0044
VC0593,8229,37,1.04135E-13,224.46,0.0045
VC0052,19873,89,9.4003E-13,224.1,0.0045
VC0276,28927,130,1.19864E-12,223.2,0.0045
VC0566,23954,110,1.44244E-12,217.3,0.0046
VC0626,5776,27,1.29764E-12,215.2,0.0046
VC0223,21216,99,1.25479E-12,213.88,0.0047
VC0034,15097,71,9.23031E-13,213.77,0.0047
VC2412,1620,8,6.52738E-14,212.73,0.0047
VC2734,4026,19,3.52369E-10,209.56,0.0048
VC1002,9725,48,2.9111E-14,200.78,0.005
VC1981,8855,45,1.51165E-12,195.36,0.0051
VC0251,5540,29,5.93155E-13,189.7,0.0053
VCA0328,10658,57,1.48093E-14,188.03,0.0053
VCA0132,5087,27,5.43468E-13,187.45,0.0053
VC0576,4969,27,9.8705E-15,185.6,0.0054
VC0835,9387,54,8.52241E-14,173.93,0.0057
VC1918,6778,39,1.11805E-08,172.42,0.0058
VC0249,4244,25,3.26149E-14,170.91,0.0059
VC1218,127,1,2.96832E-12,168.25,0.0059
VC1495,5424,34,4.44786E-10,161.22,0.0062
VC0487,7986,50,6.66892E-10,159.69,0.0063
VC0239,16220,102,3.47287E-05,158.55,0.0063
VC0244,5374,34,1.07462E-14,157.5,0.0063
VCA0925,16856,108,6.2668E-12,155.51,0.0064
VC2045,7820,51,4.93765E-12,154.02,0.0065
VCA0075,7722,51,1.70721E-13,149.99,0.0067
VC1301,10395,69,2.04724E-13,149.98,0.0067
VC2226,15031,101,1.49008E-10,149.23,0.0067
VC1003,12921,92,5.22132E-12,140.21,0.0071
VC0263,3842,28,4.7019E-17,139.29,0.0072
VC0485,10102,74,1.78997E-11,137.14,0.0073
VC2419,5681,42,1.68947E-11,136.07,0.0073
VC1359,4551,34,6.50968E-11,134.3,0.0074
VC0259,11931,97,1.27565E-10,122.73,0.0081
VCA0040,10495,87,1.04611E-12,120.44,0.0083
VC2389,20004,175,3.16596E-11,114.23,0.0088
VC2710,33071,294,1.13126E-08,112.49,0.0089
VC1201,11747,105,2.20537E-10,111.9,0.0089
VCA0291,3204,29,3.40807E-07,111.2,0.009
VC0763,12056,112,1.98031E-11,107.77,0.0093
VC2234,14311,138,1.05995E-14,103.88,0.0096
VCA0903,15971,154,1.48423E-09,103.53,0.0097
VC1698,17001,164,2.53219E-12,103.49,0.0097
VC1914,12595,122,1.96981E-12,103.17,0.0097
VC0869,25316,247,1.46688E-11,102.5,0.0098
VC1574,10051,103,2.28643E-10,97.39,0.0103
VC2541,2099,23,5.83435E-11,91.37,0.0109
VC2413,25892,287,8.83224E-10,90.37,0.0111
VC1149,890,10,3.27058E-10,86.47,0.0116
VC2052,3221,38,2.10393E-09,84.62,0.0118
VCA0247,7680,91,1.13709E-09,84.16,0.0119
VC0247,9419,113,1.74928E-09,83.37,0.012
VC1174,9487,116,3.41638E-09,82.1,0.0122
VCA0428,8721,108,1.19786E-09,80.92,0.0124
VC0832,5808,73,7.51167E-11,79.88,0.0125
VC1900,7331,93,2.02245E-08,78.55,0.0127
VC0167,15640,205,4.0172E-10,76.39,0.0131
VCA0124,8255,109,2.28743E-16,75.67,0.0132
VC0550,30088,408,6.57448E-12,73.68,0.0136
VCA0860,8226,113,6.39774E-11,72.97,0.0137
VC0849,17939,252,4.95844E-12,71.09,0.0141
VCA0122,14229,202,2.29027E-11,70.32,0.0142
VC0633,14345,204,1.70366E-10,70.23,0.0142
VC1816,16462,239,1.0821E-09,68.83,0.0145
VC0647,12437,182,2.71123E-15,68.22,0.0147
VC0535,2435,37,1.31968E-07,66.49,0.015
VC2520,13873,209,2.21012E-09,66.43,0.0151
VC0941,9069,137,4.69222E-09,66.23,0.0151
VC1253,10461,159,5.93008E-09,65.77,0.0152
VC1025,20765,318,6.45995E-10,65.29,0.0153
VC0252,9473,145,3.78012E-09,65.12,0.0154
VC0250,10545,164,9.3522E-09,64.12,0.0156
VC1487,4898,84,6.75581E-07,58.61,0.0171
VC0224,25855,446,2.4121E-07,57.99,0.0172
VC1270,19889,345,2.81351E-10,57.65,0.0173
VCA0419,8381,145,1.20792E-08,57.62,0.0174
VC0745,10047,178,1.08988E-09,56.3,0.0178
VC2724,8048,144,9.58289E-11,56.02,0.0179
VC1080,15029,270,3.82155E-08,55.75,0.0179
VC1127,13949,251,1.76343E-08,55.58,0.018
VC1763,4812,88,4.83843E-11,54.9,0.0182
VC1004,16495,303,3.83801E-13,54.38,0.0184
VC1354,4895,92,5.51431E-09,52.99,0.0189
VC0003,21642,412,1.99951E-08,52.55,0.019
VC2731,2142,43,2.8667E-09,50.32,0.0199
VC0297,20065,405,1.47885E-08,49.6,0.0202
VC2320,2048,42,2.58982E-08,49.3,0.0203
VC2732,7747,158,1.73789E-08,48.98,0.0204
VC2655,9119,190,1.90105E-14,48.11,0.0208
VC1064,10931,228,3.35383E-11,47.99,0.0208
VC1706,10660,224,2.23304E-09,47.54,0.021
VC2051,6043,133,4.84512E-07,45.58,0.0219
VC1336,20855,461,1.18547E-11,45.22,0.0221
VC1730,3362,79,5.949E-07,42.59,0.0235
VCA0013,14553,347,2.22092E-09,41.91,0.0239
VC0056,13467,323,1.43023E-08,41.7,0.024
VC1942,18497,452,2.51558E-07,40.93,0.0244
VC1181,1062,26,4.22714E-10,40.2,0.0249
VC0219,10952,273,6.80403E-07,40.08,0.0249
VC0943,2669,67,9.98485E-09,39.82,0.0251
VC1716,10488,266,3.68132E-09,39.36,0.0254
VC0374,15782,402,2.28373E-11,39.22,0.0255
VC0727,10109,263,4.22998E-06,38.42,0.026
VC1596,11692,308,3.12524E-12,37.92,0.0264
VC0092,23279,615,3.95605E-07,37.83,0.0264
VC0094,2236,60,4.05826E-10,37.25,0.0268
VC2415,17376,479,6.98446E-09,36.31,0.0275
VC2307,8346,232,1.07812E-14,35.93,0.0278
VC0666,40392,1130,5.32446E-10,35.73,0.028
VC1708,14669,418,4.86136E-08,35.13,0.0285
VCA0165,10121,290,2.01979E-11,34.88,0.0287
VC2635,13578,395,2.71897E-10,34.37,0.0291
VC1761,27,1,5.66657E-07,33.92,0.0295
VC0965,14776,436,1.00328E-07,33.9,0.0295
VC2529,5304,159,3.1811E-09,33.43,0.0299
VC1921,13506,425,3.41621E-07,31.79,0.0315
VC0126,12040,381,5.59055E-10,31.56,0.0317
VCA0440,8991,292,1.71266E-08,30.77,0.0325
VC1350,13489,445,5.55689E-09,30.34,0.033
VC2510,8938,302,3.1229E-07,29.59,0.0338
VC2730,2819,96,9.88339E-07,29.36,0.0341
VC1491,25002,869,6.93537E-06,28.78,0.0348
VCA0379,8833,310,2.87337E-11,28.52,0.0351
VCA0666,7481,265,2.69534E-07,28.22,0.0354
VC1768,12041,427,0.00160376,28.18,0.0355
VC0814,266,10,3.77788E-08,27.11,0.0369
VC2262,12529,473,4.94258E-08,26.49,0.0378
VCA0487,4402,167,3.44276E-09,26.29,0.038
VCA0152,10449,405,5.63567E-08,25.83,0.0387
VCA0248,13859,537,6.38296E-08,25.81,0.0387
VCA0724,19375,753,5.95708E-08,25.73,0.0389
VCA0700,14973,589,4.00576E-13,25.44,0.0393
VC1237,15345,607,7.13833E-10,25.3,0.0395
VCA0610,11156,445,1.84439E-09,25.06,0.0399
VC0441,16572,680,1.1116E-08,24.38,0.041
VCA0836,16415,686,3.34228E-13,23.93,0.0418
VC0604,9166,386,5.56825E-08,23.73,0.0421
VCA0020,15675,668,8.22668E-13,23.47,0.0426
VC0345,18011,781,1.60188E-07,23.06,0.0434
VC1373,15807,700,2.73524E-08,22.57,0.0443
VC2736,20432,933,9.02124E-08,21.9,0.0457
VC1685,13071,621,1.25503E-08,21.06,0.0475
VC2746,15177,731,5.15749E-08,20.76,0.0482
VC2105,12191,598,2.41855E-09,20.39,0.049
VC2270,15110,754,4.55291E-07,20.05,0.0499
VC1639,4206,219,4.08205E-09,19.16,0.0522
VCA0551,11919,626,1.74823E-14,19.04,0.0525
VCA1111,22557,1212,1.0113E-09,18.61,0.0537
VCA0936,14313,769,2.24844E-11,18.6,0.0538
VC1323,14501,783,8.04577E-12,18.52,0.054
VCA0530,10333,562,1.4808E-08,18.4,0.0544
VC0558,13459,741,6.43825E-06,18.16,0.0551
VC1697,24719,1377,1.20248E-06,17.95,0.0557
VC1640,17439,976,4.45684E-09,17.87,0.0559
VCA0202,8110,455,8.23832E-06,17.84,0.056
VCA0445,9992,560,5.98346E-10,17.83,0.0561
VC1092,30486,1720,6.16561E-07,17.72,0.0564
VC1141,8955,508,3.3324E-07,17.61,0.0568
VC2203,12353,713,2.38627E-07,17.33,0.0577
VCA0962,13141,768,6.1911E-09,17.11,0.0585
VCA0128,13883,833,1.10779E-05,16.67,0.06
VC2517,17702,1065,1.22306E-07,16.62,0.0602
VC1764,10440,637,5.95883E-06,16.39,0.061
VCA0939,10420,646,1.95984E-07,16.13,0.062
VC1843,14139,879,5.177E-08,16.08,0.0622
VC0944,4447,278,5.07761E-08,15.99,0.0625
VC2037,3902,244,5.52802E-08,15.99,0.0626
VC1232,13329,853,1.71732E-08,15.63,0.064
VC1597,6414,410,7.90617E-09,15.63,0.064
VC0634,15961,1035,1.60541E-05,15.42,0.0648
VC2116,13214,868,3.85136E-10,15.23,0.0657
VCA0387,1874,124,1.66383E-05,15.15,0.066
VC2475,6826,452,2.45317E-10,15.09,0.0663
VC1405,10748,722,2.61054E-10,14.88,0.0672
VC2090,8522,577,1.58548E-08,14.76,0.0677
VC1847,3748,255,9.77495E-06,14.68,0.0681
VC0309,4182,287,1.82272E-09,14.58,0.0686
VC1340,24718,1714,9.70192E-11,14.42,0.0693
VCA0115,9157,642,6.9963E-06,14.26,0.0701
VC2644,17286,1230,2.85384E-07,14.06,0.0711
VC2030,13721,985,8.01796E-08,13.93,0.0718
VC2429,20419,1510,3.17851E-08,13.52,0.0739
VC1590,12971,981,1.75351E-08,13.22,0.0756
VC0918,20062,1521,1.43185E-09,13.19,0.0758
VC2178,5442,413,2.04119E-06,13.16,0.076
VC1527,6393,489,0.000400562,13.08,0.0764
VC2645,20251,1548,6.97654E-10,13.08,0.0764
VC0269,4537,351,3.46094E-08,12.94,0.0773
VCA0250,6210,488,9.68086E-07,12.71,0.0787
VC1714,4277,339,1.93836E-08,12.61,0.0793
VC0482,18763,1526,2.09306E-06,12.3,0.0813
VC0700,15636,1275,4.0964E-08,12.27,0.0815
VC1534,14807,1208,2.6407E-08,12.25,0.0816
VC2227,15023,1237,1.04214E-11,12.15,0.0823
VC2618,6751,569,5.20247E-06,11.87,0.0843
VC2463,26821,2261,2.54125E-06,11.86,0.0843
VCA0755,13456,1137,3.73379E-07,11.83,0.0845
VCA0801,1514,129,9.15448E-10,11.72,0.0853
VC1715,9466,813,6.42082E-06,11.64,0.0859
VC2501,15449,1331,4.18735E-07,11.61,0.0861
VCA0014,11649,1014,1.36043E-09,11.49,0.087
VCA0120,16211,1420,1.86603E-07,11.41,0.0876
VCA0511,7002,614,4.2428E-07,11.41,0.0877
VC1303,5897,519,1.2232E-07,11.36,0.088
VC1547,15547,1403,2.14864E-11,11.08,0.0902
VC1290,16214,1466,7.61356E-08,11.06,0.0904
VC1439,6942,629,4.23847E-09,11.03,0.0907
VCA0885,9200,834,6.12899E-09,11.03,0.0907
VC0214,20675,1945,2.71449E-09,10.63,0.0941
VC1757,34691,3271,7.67948E-08,10.6,0.0943
VCA0777,15721,1501,5.1398E-09,10.47,0.0955
VC1488,8055,770,9.8937E-08,10.46,0.0956
VC2092,16983,1634,6.81561E-07,10.39,0.0962
VC0964,8751,847,4.7814E-07,10.33,0.0968
VC0901,20746,2013,1.03973E-06,10.31,0.097
VC1575,10418,1044,1.08508E-08,9.98,0.1002
VC2041,17624,1785,5.03375E-07,9.87,0.1013
VC2207,10294,1045,7.26619E-07,9.85,0.1015
VC1147,8622,886,1.61011E-05,9.73,0.1027
VC2167,15340,1583,0.004489067,9.69,0.1032
VCA0001,6779,700,0.000287119,9.69,0.1032
VC0937,17288,1789,2.59872E-05,9.66,0.1035
VC1902,13901,1450,3.22798E-09,9.59,0.1043
VC0668,26901,2817,1.55801E-06,9.55,0.1047
VC1521,4471,468,8.42469E-05,9.55,0.1047
VC2089,15282,1609,9.36289E-08,9.5,0.1053
VC0290,11666,1233,6.10016E-06,9.46,0.1057
VC1922,13101,1386,3.22414E-08,9.46,0.1058
VC2708,13484,1430,4.29079E-07,9.43,0.106
VC1098,6674,708,2.69952E-10,9.42,0.1061
VCA0806,7667,821,9.49922E-08,9.34,0.1071
VCA0596,8808,952,6.48422E-08,9.25,0.1081
VC1144,8400,913,2.86088E-06,9.2,0.1087
VC1446,8404,915,2.93538E-06,9.19,0.1088
VC2319,15006,1649,8.10575E-05,9.1,0.1099
VC0168,20119,2220,5.96257E-09,9.06,0.1103
VCA0567,7725,858,6.85814E-08,9.01,0.111
VCA0802,13158,1462,6.63349E-07,9,0.1111
VC1591,12233,1369,1.00012E-06,8.94,0.1119
VC0128,15332,1731,9.67674E-09,8.86,0.1129
VCA0840,7018,799,2.51024E-07,8.78,0.1139
VCA0538,7587,867,0.003553361,8.76,0.1142
VC1155,5278,612,3.90955E-07,8.62,0.116
VC1118,7487,877,1.82972E-06,8.54,0.1171
VC1372,5258,616,4.25989E-10,8.54,0.1172
VC0213,20402,2391,7.31479E-06,8.53,0.1172
VCA0677,5864,696,5.65555E-07,8.43,0.1187
VC1684,8991,1069,1.90706E-06,8.41,0.1189
VC1286,6638,803,1.08426E-06,8.27,0.1209
VC2209,12769,1543,3.19252E-06,8.27,0.1209
VC1633,7384,895,0.001857323,8.25,0.1212
VC1873,9466,1152,4.66228E-06,8.22,0.1217
VC2048,8313,1017,0.000110432,8.17,0.1224
VC0663,30986,3810,3.78596E-09,8.13,0.123
VC0431,19321,2429,0.00026458,7.95,0.1257
VC2522,26279,3320,1.89915E-08,7.91,0.1263
VCA0242,18954,2400,7.33527E-07,7.9,0.1266
VC1600,16261,2111,4.33815E-08,7.7,0.1298
VC1898,13443,1757,6.41536E-08,7.65,0.1307
VC1314,11551,1512,3.80972E-07,7.64,0.1309
VC0983,8558,1145,2.67961E-06,7.48,0.1337
VC1867,11806,1581,2.25646E-06,7.47,0.1339
VC0802,8759,1176,6.31971E-05,7.45,0.1343
VC1541,10987,1505,6.43886E-06,7.3,0.137
VC1987,12159,1669,2.33497E-07,7.28,0.1373
VCA0887,8960,1235,4.45816E-10,7.26,0.1378
VC1765,9484,1317,1.43415E-05,7.2,0.1389
VC2355,11363,1583,4.12349E-07,7.18,0.1393
VC2082,6785,950,1.469E-08,7.14,0.14
VC0086,11858,1668,2.29731E-07,7.11,0.1406
VC2567,17624,2479,2.25698E-07,7.11,0.1407
VC0899,18545,2639,6.90796E-07,7.03,0.1423
VC1412,4176,594,1.16079E-08,7.03,0.1422
VC0575,14447,2077,1.3817E-08,6.96,0.1438
VC0947,18515,2683,4.37961E-07,6.9,0.1449
VCA0056,21525,3129,4.43095E-05,6.88,0.1454
VCA0191,19546,2842,1.09292E-05,6.88,0.1454
VC0932,29348,4319,2.27415E-08,6.8,0.1472
VC2532,24673,3648,6.89334E-06,6.76,0.1478
VC0393,14224,2117,8.49551E-07,6.72,0.1488
VC0706,6264,934,9.24352E-07,6.71,0.1491
VC0609,12750,1910,1.72639E-08,6.67,0.1498
VC0720,15251,2304,2.28781E-07,6.62,0.1511
VC1200,7392,1126,3.47499E-06,6.57,0.1523
VC1460,102373,15880,1.10489E-05,6.45,0.1551
VC1291,11122,1726,0.000134416,6.44,0.1552
VC1845,6103,951,9.17564E-08,6.42,0.1558
VCA0889,25705,4007,5.79444E-07,6.42,0.1559
VC1097,9257,1445,0.001222129,6.4,0.1561
VC2643,37906,5924,2.39031E-08,6.4,0.1563
VCA0546,4771,754,0.0001374,6.33,0.1581
VC1767,6637,1050,3.3115E-11,6.32,0.1582
VC0909,14750,2344,4.79441E-08,6.29,0.1589
VC0894,13387,2155,1.68735E-06,6.21,0.161
VC2619,11344,1833,1.14636E-07,6.19,0.1616
VC0108,15574,2529,0.000181983,6.16,0.1624
VC0105,2153,350,2.22417E-07,6.14,0.1628
VC0959,15638,2550,0.000123307,6.13,0.1631
VC2433,18831,3086,0.001266652,6.1,0.1639
VCA0277,11534,1894,3.84583E-08,6.09,0.1642
VCA0958,10413,1715,1.40065E-06,6.07,0.1647
VCA0956,9969,1653,2.72049E-06,6.03,0.1658
VC0921,6344,1075,2.53855E-05,5.9,0.1694
VC1682,15765,2671,4.8279E-05,5.9,0.1694
VCA0816,6564,1128,1.64134E-05,5.82,0.1718
VCA0888,7173,1233,1.8224E-05,5.82,0.1719
VC1109,10505,1812,3.66807E-06,5.8,0.1725
VC1545,15462,2665,0.000102352,5.8,0.1724
VC0726,11927,2064,0.005190723,5.78,0.1731
VCA0968,57,10,5.80009E-05,5.77,0.1734
VC0049,17496,3043,0.000201994,5.75,0.1739
VC2184,11838,2062,0.000284684,5.74,0.1742
VCA0625,11518,2011,5.32466E-08,5.73,0.1746
VC2223,14020,2451,3.52909E-07,5.72,0.1748
VC1665,11216,1974,0.000393084,5.68,0.176
VC2156,10089,1785,1.56475E-05,5.65,0.1769
VC0579,8700,1544,2.04021E-06,5.63,0.1775
VC2455,20244,3596,3.98336E-06,5.63,0.1776
VC0350,20296,3613,0.000620421,5.62,0.178
VC1047,13785,2458,0.000145279,5.61,0.1783
VC0501,15809,2828,2.07151E-07,5.59,0.1789
VC0718,14426,2581,8.04112E-08,5.59,0.1789
VCA0495,7282,1306,4.85182E-06,5.58,0.1793
VC1543,18012,3232,4.54301E-05,5.57,0.1794
VC2039,20095,3612,4.19992E-06,5.56,0.1797
VC0088,6471,1185,1.67345E-06,5.46,0.1831
VC1880,11893,2183,3.83552E-07,5.45,0.1835
VC1990,18862,3489,9.91728E-06,5.41,0.185
VC2421,18155,3357,2.39551E-05,5.41,0.1849
VC1027,12717,2388,1.55691E-07,5.32,0.1878
VC1437,3089,587,4.54639E-06,5.27,0.1899
VC2043,17889,3424,0.003546743,5.23,0.1914
VC2658,13849,2661,1.96317E-06,5.21,0.1921
VC0916,11027,2121,1.0799E-05,5.2,0.1923
VC2121,11621,2233,3.72302E-07,5.2,0.1921
VCA0008,897,173,9.81974E-05,5.19,0.1928
VCA0927,8854,1707,0.001683825,5.19,0.1928
VC0662,8762,1691,0.000549918,5.18,0.193
VC1704,8898,1721,1.21302E-06,5.17,0.1934
VC0705,10262,1991,8.49538E-08,5.15,0.194
VC0721,20831,4041,0.047100654,5.15,0.194
VC0807,11987,2326,4.68091E-05,5.15,0.194
VCA0274,11726,2278,1.254E-07,5.15,0.1943
VC2673,3089,603,3.73611E-06,5.12,0.1951
VCA0276,53,10,1.73465E-05,5.12,0.1953
VC1932,9506,1860,0.002138869,5.11,0.1957
VCA0054,5805,1136,2.87104E-06,5.11,0.1957
VC1555,888,174,4.07734E-05,5.09,0.1965
VCA0232,13584,2668,0.002262258,5.09,0.1964
VCA0414,13979,2755,1.67507E-06,5.07,0.1971
VC1344,5286,1046,0.001432031,5.06,0.1978
VC1507,9714,1920,1.95744E-06,5.06,0.1977
VCA0813,16608,3292,9.63422E-07,5.05,0.1982
VCA1048,13388,2653,3.73742E-05,5.05,0.1982
VC1089,10464,2083,3.297E-05,5.02,0.1991
VC1985,2111,421,0.001232472,5.02,0.1993
VCA1085,11406,2270,1.00147E-05,5.02,0.199
VCA0764,15420,3086,1.92055E-05,5,0.2001
VCA0117,13244,2654,1.43117E-06,4.99,0.2004
VC1617,6226,1262,1.39719E-08,4.93,0.2028
VC0688,12676,2577,8.94796E-06,4.92,0.2033
VC1233,13960,2839,0.000375737,4.92,0.2034
VCA0704,15022,3068,4.31404E-08,4.9,0.2043
VC2368,16053,3307,0.000188157,4.85,0.206
VC2343,14414,3012,0.001402957,4.79,0.2089
VCA0070,962,202,7.39127E-08,4.77,0.2096
VC0858,8918,1883,4.33921E-08,4.74,0.2112
VC0568,13014,2755,0.000252112,4.72,0.2117
VC0587,15729,3336,0.000646794,4.72,0.2121
VCA0039,14245,3038,4.36138E-05,4.69,0.2132
VC1457,46085,9842,0.045660659,4.68,0.2136
VC1178,18952,4111,0.002096404,4.61,0.2169
VCA0558,12041,2644,1.07535E-06,4.56,0.2195
VC1478,68408,15037,5.83164E-06,4.55,0.2198
VCA1052,12163,2681,1.95984E-08,4.54,0.2204
VC0724,23336,5151,0.00060557,4.53,0.2207
VCA0980,10858,2399,3.73915E-07,4.53,0.2209
VC0495,10337,2287,6.10125E-10,4.52,0.2212
VCA0669,28422,6293,0.000116261,4.52,0.2214
VCA0078,9612,2142,0.002145755,4.49,0.2228
VC0212,19385,4329,7.20712E-05,4.48,0.2233
VC0139,19230,4319,0.002020282,4.45,0.2246
VC1410,5823,1311,3.51798E-05,4.44,0.2251
VCA0281,8262,1860,0.004575551,4.44,0.2251
VC0948,8488,1917,0.004027644,4.43,0.2258
VC0866,8269,1880,0.000228029,4.4,0.2273
VC1866,6396,1456,9.89614E-08,4.39,0.2276
VC2656,11458,2613,3.78187E-07,4.38,0.2281
VC1407,9858,2257,0.002218244,4.37,0.2289
VC2273,17354,3986,0.001104737,4.35,0.2297
VC2268,12216,2812,0.003599863,4.34,0.2302
VC2555,18480,4263,1.49285E-08,4.34,0.2307
VC2285,14795,3414,0.00016195,4.33,0.2308
VCA0750,7749,1788,9.25662E-05,4.33,0.2308
VC1699,8023,1863,0.004598401,4.31,0.2322
VC0811,2022,470,0.038881522,4.3,0.2326
VC2606,31788,7470,1.45484E-05,4.26,0.235
VCA0651,8587,2015,0.000718961,4.26,0.2346
VC1462,25002,5889,2.59202E-06,4.25,0.2355
VCA0034,11278,2654,1.72906E-05,4.25,0.2354
VC2111,7087,1672,6.84367E-07,4.24,0.2359
VC0955,14275,3382,0.002902177,4.22,0.2369
VCA0582,9445,2240,0.000658132,4.22,0.2372
VC0043,2539,606,0.000672512,4.19,0.2388
VC0842,6373,1530,1.57836E-05,4.16,0.2402
VC2515,31761,7695,4.96832E-05,4.13,0.2423
VC0438,8367,2031,2.24749E-07,4.12,0.2427
VC0546,33786,8192,0.004098551,4.12,0.2425
VCA0198,11250,2742,0.003640844,4.1,0.2438
VC1347,7166,1752,1.44537E-05,4.09,0.2445
VC2007,12603,3078,2.41832E-05,4.09,0.2443
VC1494,12707,3113,6.17403E-06,4.08,0.245
VCA0990,20125,4929,0.000379531,4.08,0.2449
VC1773,7933,1954,6.90338E-06,4.06,0.2463
VC2028,12869,3189,5.84294E-07,4.04,0.2478
VC1441,11336,2811,0.002251198,4.03,0.248
VC2625,19502,4842,0.004802685,4.03,0.2483
VC0289,12035,3000,1.68677E-05,4.01,0.2493
VC0533,12184,3045,1.34932E-06,4,0.2499
VC1167,11064,2766,6.10913E-05,4,0.25
VC1459,28000,7006,5.58761E-05,4,0.2502
VC2299,16636,4155,3.59442E-06,4,0.2497
VCA0323,6093,1523,0.000148526,4,0.25
VCA0738,14335,3580,7.00054E-05,4,0.2497
VC1923,29645,7447,0.006684338,3.98,0.2512
VC2662,15761,3964,0.00087261,3.98,0.2515
VCA1027,14554,3676,2.0148E-07,3.96,0.2526
VCA0849,7702,1963,0.000183457,3.92,0.2549
VC0028,26371,6743,1.26465E-05,3.91,0.2557
VC1009,13107,3349,0.000483841,3.91,0.2555
VC0089,15434,3971,1.33038E-05,3.89,0.2573
VCA0362,14444,3716,0.011667435,3.89,0.2572
VC0771,8662,2230,7.6385E-07,3.88,0.2575
VCA0385,2,0,0.000178952,3.86,0.2593
VCA0875,11280,2926,1.1973E-09,3.85,0.2594
VC0112,12852,3343,7.98253E-07,3.84,0.2601
VC1607,11656,3048,2.51107E-07,3.82,0.2615
VC2638,19921,5209,0.000163035,3.82,0.2615
VC1612,8826,2337,1.61342E-07,3.78,0.2648
VC0539,15215,4038,0.00690677,3.77,0.2654
VC1760,4107,1092,2.18707E-07,3.76,0.2658
VC0795,22507,5996,3.28209E-05,3.75,0.2664
VC1735,9047,2413,0.006359811,3.75,0.2667
VCA0603,6647,1777,1.28596E-06,3.74,0.2674
VC1043,9642,2592,0.000144812,3.72,0.2688
VC1193,12038,3238,0.000328114,3.72,0.269
VCA0087,10927,2937,1.53642E-05,3.72,0.2687
VCA0605,12613,3396,2.85054E-07,3.71,0.2692
VCA1020,13373,3609,0.000994624,3.71,0.2699
VC0420,21286,5750,1.55885E-06,3.7,0.2702
VC1529,3919,1063,2.75017E-07,3.69,0.2713
VCA0047,10642,2886,0.001825066,3.69,0.2712
VCA0869,5631,1527,0.004719377,3.69,0.2711
VC1348,3440,934,7.58794E-06,3.68,0.2715
VC1611,12003,3281,4.74782E-08,3.66,0.2734
VC1753,9840,2685,0.002180299,3.66,0.2729
VCA0183,11380,3131,3.59468E-05,3.63,0.2751
VCA0928,9103,2508,0.000148987,3.63,0.2755
VC1300,8964,2479,1.94755E-06,3.62,0.2766
VC0121,12132,3361,0.001038711,3.61,0.277
VC0194,5264,1467,5.37358E-05,3.59,0.2787
VC2278,17941,5019,2.25627E-05,3.57,0.2797
VC0450,8924,2509,4.22674E-05,3.56,0.2811
VC1085,11364,3201,1.18471E-05,3.55,0.2817
VC0070,16605,4684,3.78356E-07,3.54,0.2821
VCA0048,10296,2909,0.002639774,3.54,0.2826
VC0148,25433,7196,0.000162918,3.53,0.2829
VCA0924,8425,2390,0.005153026,3.53,0.2837
VC0610,30852,8769,0.000141525,3.52,0.2842
